begin_date,monthly_charges,total_charges,type_One year,type_Two year,paperless_billing_Yes,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,internet_service_Fiber optic,online_security_Yes,online_backup_Yes,device_protection_Yes,tech_support_Yes,streaming_tv_Yes,streaming_movies_Yes,senior_citizen,gender_Male,partner_Yes,dependents_Yes,multiple_lines_Yes
1157,24.25,914.4,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1492,55.45,1477.65,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
1918,70.1,659.65,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
123,68.75,4888.2,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False
212,20.2,1376.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
151,19.1,1372.45,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2222,74.75,238.1,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
577,20.75,1123.15,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
1308,103.45,3066.45,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,False,True
547,50.3,2878.55,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
669,74.55,4191.45,False,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False
1492,90.8,2361.8,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False
1765,100.0,1534.75,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True
304,25.3,1672.35,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True
1857,74.4,896.75,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True
457,98.45,6145.2,True,False,True,False,False,False,True,False,True,False,True,True,True,False,True,True,True,False
1584,79.15,1520.9,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True
1796,102.55,1742.5,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True
1949,23.15,245.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
608,101.5,5373.1,True,False,True,True,False,False,True,False,True,False,False,True,True,True,False,True,False,True
761,93.65,4839.15,True,False,True,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True
2191,44.15,44.15,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2222,20.9,20.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2161,19.95,107.05,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1949,49.85,552.1,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False
1704,96.8,1826.7,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True,True
2222,46.2,46.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1278,19.65,655.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1765,39.0,679.85,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
2191,19.7,117.8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1673,94.3,1948.35,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True
1977,40.4,422.6,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False
943,73.85,3371.0,False,True,False,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True
1704,19.6,356.15,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1035,84.85,3303.05,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,True
2161,20.05,94.15,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2283,24.4,24.4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2099,44.65,322.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
577,105.4,5643.4,True,False,True,True,False,False,True,True,True,False,True,True,True,False,True,False,False,False
2130,29.85,75.6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1826,98.1,1060.2,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True
1247,84.15,2585.95,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
457,86.45,5175.3,False,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,True
243,54.1,3794.5,False,True,True,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False
273,74.0,4868.4,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,True,True,True
2191,70.15,70.15,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2191,24.8,24.8,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1127,25.0,1004.35,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True
243,56.4,3948.45,False,True,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,False
1492,81.0,1917.1,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
1247,109.8,3587.25,False,False,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,True
2099,89.5,573.3,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False
1918,64.75,877.35,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False
2252,19.9,19.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
2038,80.15,385.0,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True
2191,69.15,69.15,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
822,99.25,4920.8,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False
1949,70.0,740.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2252,20.25,20.25,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1308,100.6,3270.25,False,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,False,True
2161,71.15,71.15,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
2161,69.35,191.35,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False
2161,80.7,374.8,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False
2099,19.45,165.35,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2191,93.85,196.75,False,False,True,False,True,False,True,False,False,False,False,True,True,True,True,False,False,True
2161,56.25,56.25,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2069,56.5,235.1,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False
1096,63.9,2635.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
1949,25.5,215.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1826,54.85,916.15,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False
1400,77.9,2351.45,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True
1857,61.65,713.75,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True
2038,85.5,791.7,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
853,64.4,3035.35,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True
396,81.55,5029.05,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1004,80.2,3581.6,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True
1918,94.75,889.9,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True
1584,85.25,1734.5,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
1949,94.55,1173.55,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True
1857,53.65,696.35,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False
1977,110.1,1043.3,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,False,False,False
1522,99.85,2331.3,False,False,True,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False
577,54.55,2978.3,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False
2283,50.75,50.75,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
123,113.4,8164.1,False,True,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,True
2252,19.5,27.55,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1949,45.55,402.6,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2191,91.7,91.7,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False
1400,95.0,2852.4,False,False,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True
123,109.75,7932.5,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True
1522,35.75,1022.5,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
1247,74.4,2276.95,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
1096,28.6,973.55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2191,84.6,84.6,False,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False
2161,75.55,166.3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
2038,55.9,365.35,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False
730,95.65,5088.4,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True
457,105.9,6396.45,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,False,False,True
822,103.0,5166.2,True,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True
2069,85.2,474.8,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
1796,89.8,1129.1,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False
2069,19.2,156.85,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2008,91.1,455.3,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False
1066,78.95,2839.65,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
2069,21.05,113.85,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1612,69.5,1652.1,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True,True,True
1188,85.3,2917.5,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
1612,100.95,1875.55,True,False,True,False,True,False,True,False,False,False,True,True,True,False,True,True,True,True
1949,104.05,1133.65,False,False,True,False,False,False,True,False,False,True,True,True,True,True,False,True,False,True
1977,20.35,215.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1369,94.1,2804.45,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True
1612,66.25,1533.8,True,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,False
2130,50.05,288.35,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
123,89.1,6352.4,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True,False,True
1704,93.85,1625.65,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False
2069,85.65,321.65,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
2191,54.4,114.1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
1673,60.25,1258.35,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False
212,100.2,6851.65,False,False,True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True
2252,74.9,136.05,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
2008,80.5,463.05,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1339,79.5,2665.0,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
1826,19.35,275.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1734,95.45,1752.55,False,False,True,False,True,False,True,False,False,False,False,True,True,True,True,False,False,True
1949,78.85,876.75,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True
2008,46.0,492.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1492,81.7,2212.55,True,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False
2008,19.8,198.25,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1522,20.65,595.5,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1977,79.15,827.7,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False
2191,20.7,83.75,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1887,19.95,268.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2161,69.8,69.8,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2161,91.5,242.95,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True
151,24.5,1816.2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True
1035,62.3,2354.8,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False
1278,99.85,3343.15,True,False,True,False,True,False,True,False,True,True,False,True,True,True,True,False,False,False
335,95.45,6223.3,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True
1066,95.55,3692.85,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False
2191,19.75,78.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
913,84.25,3847.6,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True
1977,72.9,818.45,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
335,99.05,6416.7,False,True,True,True,False,False,True,True,True,False,True,True,False,False,False,True,True,True
1247,93.2,2931.0,False,False,True,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True
1400,90.4,2820.65,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True
2161,94.4,94.4,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False
2222,80.65,144.15,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
2130,51.0,305.95,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False
2099,46.0,221.7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2130,43.3,123.65,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
547,109.75,6110.2,False,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False
822,19.9,1022.6,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2161,49.9,49.9,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
2191,70.2,280.35,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False
1157,100.25,3527.6,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True
1035,25.1,1097.15,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1400,94.5,2659.4,False,False,True,True,False,False,True,True,True,False,False,False,True,False,True,False,False,True
2191,69.35,69.35,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2161,44.8,220.45,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1949,80.5,896.9,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True
1704,81.45,1671.6,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
882,90.5,4318.35,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True
608,19.75,1052.35,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
974,85.25,3704.15,True,False,True,False,False,False,False,False,True,True,True,True,True,False,True,False,False,True
2222,44.1,44.1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1188,26.45,911.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True
2008,21.2,222.65,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
488,24.9,1334.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1247,23.3,797.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2161,74.1,228.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
2130,20.2,98.35,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
182,104.1,7040.85,True,False,False,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True
1400,97.0,3021.3,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False
1918,73.75,871.4,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True
1553,54.2,1152.7,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
638,100.9,5448.6,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,True
2008,40.65,328.95,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False
2252,70.4,70.4,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2069,81.0,340.85,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
1188,20.35,697.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2222,43.3,43.3,False,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False
123,88.05,6425.65,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True
1553,74.05,1565.7,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
1035,55.8,2109.35,False,False,True,False,True,False,False,True,True,False,False,True,True,True,False,False,False,False
669,94.8,4837.6,True,False,True,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True
1188,90.6,3358.65,True,False,True,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True
730,89.45,4577.75,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True
1400,80.5,2088.8,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
151,54.5,3778.2,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
457,68.05,4158.25,False,True,True,False,False,False,False,True,True,True,True,False,False,False,True,True,True,False
1704,94.45,1511.2,False,False,True,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False
1734,76.45,1233.4,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,True,False,False
2222,92.0,266.8,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False
488,100.3,5614.45,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,True,False,True
1400,90.05,2627.2,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
1461,54.15,1240.25,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False
2252,69.6,69.6,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2283,19.85,19.85,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
974,77.85,3365.85,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
2191,80.75,159.45,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1612,19.8,465.45,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
151,94.35,6341.45,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,True
365,73.05,4688.65,True,False,True,True,False,False,False,True,False,True,False,True,True,False,True,True,True,False
2161,78.45,78.45,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False
2161,45.85,45.85,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
488,89.55,5231.2,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True
2222,43.95,43.95,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1461,54.35,1426.45,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False
182,111.95,7795.95,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,True
516,108.85,6287.25,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True
2099,78.95,378.4,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
1765,20.1,370.5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1522,84.3,2281.6,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True
396,80.3,4995.35,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,True
2069,49.55,393.45,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
1857,99.5,1056.95,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True
2099,75.35,564.65,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1188,19.35,683.75,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1887,20.4,275.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1612,44.85,893.55,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1308,96.15,3019.25,False,False,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,True
2161,20.2,83.75,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2222,80.15,80.15,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
151,84.8,6152.4,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,True
2222,44.7,44.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2038,85.4,401.1,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True
1826,19.75,294.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2252,80.0,80.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False
2191,70.8,70.8,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2222,19.45,69.25,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
182,65.2,4543.15,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
1584,58.35,1346.9,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True
2099,44.6,260.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1339,72.8,2333.05,True,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True
1188,68.1,2479.25,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True
2222,75.3,75.3,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1400,103.3,2890.65,False,False,True,False,True,False,True,False,False,True,True,True,True,True,False,False,False,True
853,24.35,1133.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
547,96.8,5283.95,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True
1977,25.2,245.15,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2099,24.75,66.95,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2069,99.15,465.05,False,False,True,False,False,True,True,False,True,False,True,True,True,False,False,True,True,False
1492,100.75,2793.55,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,True,True,True
1977,20.0,211.95,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
761,85.5,4421.95,False,True,False,True,False,False,False,True,True,True,True,True,True,False,False,True,True,False
1127,106.75,4056.75,False,False,True,False,False,False,True,True,True,False,False,True,True,True,False,False,False,True
1461,50.8,1386.8,True,False,False,False,False,True,False,True,False,True,True,True,False,False,True,True,True,False
1765,81.0,1312.15,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
123,19.3,1414.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2161,34.25,163.55,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
700,105.05,5624.85,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,True,False,True
943,102.15,4735.35,True,False,True,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True
1522,74.95,1710.45,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
1673,45.05,770.6,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
1918,19.55,265.3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
212,110.05,7430.75,False,True,True,True,False,False,True,True,True,True,False,True,True,False,True,False,False,True
2038,73.75,545.15,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True
2161,69.95,69.95,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1219,75.2,2576.2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True
516,88.75,5348.65,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True
1461,24.75,692.1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1796,69.0,1108.0,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True
