customer_id,internet_service_Fiber optic,online_security_Yes,online_backup_Yes,device_protection_Yes,tech_support_Yes,streaming_tv_Yes,streaming_movies_Yes
5686-CMAWK,True,False,False,True,True,False,False
5651-CRHKQ,True,False,True,True,True,False,False
6905-NIQIN,False,False,True,False,False,False,False
8204-YJCLA,False,True,True,True,True,True,True
5167-ZFFMM,True,False,True,False,False,False,True
6583-SZVGP,True,False,True,True,False,True,True
0533-BNWKF,True,False,True,True,False,False,False
1708-PBBOA,False,True,True,True,True,False,True
8782-LKFPK,True,False,False,True,False,False,True
5522-JBWMO,False,False,False,False,False,False,False
3597-MVHJT,True,False,False,False,False,True,True
9774-NRNAU,False,False,True,True,True,True,True
0224-RLWWD,False,False,False,False,False,False,False
3951-NJCVI,True,False,False,False,False,True,True
2977-CEBSX,False,True,True,True,True,True,True
0177-PXBAT,True,True,False,True,True,True,True
6599-CEBNN,True,False,True,False,False,False,False
2519-ERQOJ,False,False,False,True,True,True,True
0979-PHULV,True,False,False,True,False,True,True
3067-SVMTC,False,True,False,False,True,False,False
4742-DRORA,True,True,False,True,False,True,False
0111-KLBQG,True,False,True,False,False,True,True
0334-GDDSO,True,False,True,False,False,False,False
5233-AOZUF,True,False,False,False,False,False,False
5973-EJGDP,True,False,True,True,True,False,False
1996-DBMUS,True,False,False,False,False,False,False
7916-VCCPB,True,False,True,False,False,False,False
4686-GEFRM,True,False,True,True,True,False,True
0578-SKVMF,True,False,True,False,False,False,True
5564-NEMQO,True,False,False,True,False,False,False
5605-IYGFG,True,False,False,False,False,False,False
7663-ZTEGJ,True,False,True,True,True,False,True
8111-BKVDS,False,True,True,True,False,False,False
2055-SIFSS,False,False,False,False,False,False,False
2806-MLNTI,True,False,True,True,False,True,True
8734-DKSTZ,True,False,False,False,False,False,True
4360-PNRQB,True,False,False,False,False,False,False
6152-ONASV,False,True,False,False,True,False,False
7781-HVGMK,False,True,True,True,True,True,True
2181-UAESM,False,True,False,True,False,False,False
2957-LOLHO,False,False,False,False,False,False,False
2320-SLKMB,False,False,False,True,True,True,False
4376-KFVRS,True,True,True,True,True,True,True
5886-VLQVU,True,False,False,False,True,False,True
3577-AMVUX,False,False,False,True,True,False,False
0771-WLCLA,True,True,False,True,True,True,True
5628-RKIFK,True,True,False,False,False,True,True
0206-TBWLC,True,True,True,True,True,True,True
2937-FTHUR,False,True,False,False,False,False,True
1910-FMXJM,True,False,False,False,False,False,True
7752-XUSCI,True,False,True,True,False,True,True
4110-PFEUZ,True,False,False,False,False,False,False
5168-MSWXT,True,False,False,True,False,True,True
1090-ESELR,True,True,True,False,True,True,True
5760-WRAHC,False,True,False,True,True,False,True
8847-GEOOQ,False,False,True,True,True,True,True
0256-LTHVJ,True,False,False,False,False,False,True
8313-NDOIA,True,False,True,True,False,True,True
5149-CUZUJ,True,False,True,True,True,True,False
0942-KOWSM,False,False,True,True,True,True,True
1452-VOQCH,True,False,False,False,False,False,False
6614-VBEGU,False,False,True,False,False,True,True
0880-TKATG,True,False,False,True,False,True,True
3811-VBYBZ,True,False,True,False,False,True,True
1480-BKXGA,True,True,True,True,True,True,True
2996-XAUVF,False,False,False,False,True,False,True
9076-AXYIK,True,False,False,True,True,True,True
5968-XQIVE,True,False,True,False,False,True,False
4640-UHDOS,False,False,False,False,False,False,True
3583-EKAPL,False,False,False,False,False,False,True
1304-BCCFO,False,False,False,True,False,True,True
4104-PVRPS,False,True,False,False,True,False,False
9399-APLBT,True,False,True,False,False,False,False
2359-KMGLI,True,False,True,False,False,False,False
3780-DDGSE,False,False,True,False,True,True,True
4431-EDMIQ,False,True,True,True,True,True,False
0306-JAELE,True,False,False,False,True,True,True
6227-HWPWX,True,False,False,False,False,False,False
0447-BEMNG,False,True,False,True,False,False,True
4612-SSVHJ,True,False,False,False,False,False,True
5168-MQQCA,True,False,True,True,True,True,True
5949-XIKAE,True,False,True,False,False,True,False
7971-HLVXI,True,False,False,False,False,False,True
9094-AZPHK,True,False,True,False,False,True,True
3649-JPUGY,False,False,True,True,True,True,True
4472-LVYGI,False,True,False,True,True,True,False
8372-JUXUI,True,False,False,False,False,False,False
3552-CTCYF,True,False,True,True,False,True,True
6778-YSNIH,False,False,True,False,False,True,False
0388-EOPEX,True,True,False,False,False,False,False
5756-OZRIO,False,False,True,False,False,False,True
8205-OTCHB,False,False,True,True,False,False,True
4134-BSXLX,False,True,True,False,True,False,False
6235-VDHOM,False,False,True,False,False,False,False
7783-YKGDV,True,True,True,True,False,False,True
4374-YMUSQ,True,True,True,True,True,True,True
4513-CXYIX,True,True,False,False,False,False,False
3957-HHLMR,False,True,False,False,False,False,True
7803-XOCCZ,True,True,False,True,True,False,False
5736-YEJAX,False,True,True,True,True,True,False
5609-CEBID,True,False,True,True,False,False,True
8981-FJGLA,True,False,False,True,False,False,False
7218-HKQFK,True,False,False,False,True,True,True
4636-QRJKY,True,False,False,False,True,False,False
4332-MUOEZ,True,True,False,True,True,False,True
8535-SFUTN,True,True,False,True,False,True,True
5956-VKDTT,True,False,False,False,False,False,False
8677-HDZEE,True,False,True,False,True,True,True
2475-MROZF,True,True,True,True,True,False,False
9412-GHEEC,True,False,False,True,True,True,True
3482-ABPKK,False,True,False,False,True,False,False
6705-LXORM,True,False,False,False,False,False,False
0257-ZESQC,True,True,False,False,False,False,False
5174-ITUMV,True,False,True,True,False,True,True
4109-CYRBD,False,False,False,False,False,False,False
0913-XWSCN,True,False,False,False,False,False,True
6825-UYPFK,True,False,False,False,False,False,False
8397-MVTAZ,True,False,False,True,False,True,True
0750-EBAIU,True,True,False,True,False,True,False
8606-CIQUL,True,True,True,True,True,True,True
3571-DPYUH,True,False,True,False,True,True,False
0356-OBMAC,True,False,True,True,True,True,False
4234-XTNEA,True,False,False,False,False,True,False
1297-VQDRP,True,False,False,True,True,True,True
9282-IZGQK,True,False,False,False,False,False,True
5348-CAGXB,True,False,False,True,False,True,False
0621-HJWXJ,True,False,True,False,False,False,False
5844-QVTAT,False,True,True,True,False,False,False
8905-IAZPF,True,False,True,False,False,True,True
5394-MEITZ,False,False,True,True,True,True,True
6859-QNXIQ,True,True,True,True,True,True,True
2782-LFZVW,False,False,False,False,False,False,True
1342-JPNKI,True,False,False,False,False,True,False
2817-NTQDO,False,True,False,False,True,True,False
7129-AZJDE,True,False,False,False,False,False,True
6986-IJDHX,True,False,True,False,False,True,False
2560-PPCHE,True,False,True,False,True,True,True
4676-MQUEA,True,True,True,True,False,True,False
3580-HYCSP,True,True,True,True,False,True,True
1352-HNSAW,True,True,True,True,True,True,True
5301-GAUUY,True,False,True,False,False,False,False
5791-KAJFD,False,True,False,True,False,False,True
1154-HYWWO,False,True,True,False,True,True,False
2501-XWWTZ,True,False,False,False,False,False,False
3716-UVSPD,False,False,False,False,True,False,False
6815-ABQFQ,True,False,True,False,True,True,True
3701-SFMUH,False,True,False,False,False,True,True
6103-LIANB,True,False,False,True,False,True,True
7319-VENRZ,False,False,False,True,True,True,False
5846-NEQVZ,False,True,False,True,True,False,True
6967-QIQRV,True,True,False,False,True,True,True
5781-RFZRP,False,True,True,False,True,True,False
0939-YAPAF,True,False,False,True,False,True,True
0308-IVGOK,False,False,True,True,True,False,False
7025-WCBNE,False,False,True,False,True,False,False
5756-JYOJT,False,False,False,True,True,False,True
4710-FDUIZ,True,False,True,False,False,True,True
6030-REHUX,True,False,True,True,True,True,True
9548-LIGTA,False,True,True,False,True,True,True
5150-LJNSR,True,True,False,True,False,True,False
8270-RKSAP,True,False,False,False,False,False,False
6522-YRBXD,True,True,True,False,False,False,True
3627-FHKBK,True,True,False,False,False,False,False
2865-TCHJW,True,False,False,True,False,True,False
5192-EBGOV,True,False,False,False,False,True,False
4568-KNYWR,False,True,True,False,False,True,False
0742-LAFQK,True,True,True,True,False,False,True
0795-LAFGP,False,True,True,True,True,True,True
0619-OLYUR,True,True,False,True,True,True,True
0459-SPZHJ,False,True,True,True,False,True,True
0215-BQKGS,True,True,True,True,False,False,False
9244-ZVAPM,False,False,False,False,False,False,False
0719-SYFRB,False,True,False,True,True,False,False
8208-EUMTE,False,True,True,True,True,True,False
5172-MIGPM,False,False,False,False,True,False,True
1710-RCXUS,True,False,True,False,False,False,True
5839-SUYVZ,True,False,False,False,True,False,False
1096-ADRUX,True,False,False,False,False,False,False
2001-MCUUW,True,False,True,True,True,True,True
2731-GJRDG,True,True,False,True,True,True,True
4723-BEGSG,False,True,False,True,True,True,True
6516-NKQBO,False,True,False,True,True,True,True
8672-OAUPW,False,False,False,False,True,False,False
8207-DMRVL,True,True,True,True,True,True,True
3419-SNJJD,True,True,False,True,False,True,True
6543-CPZMK,False,False,True,False,False,False,False
4765-OXPPD,False,True,True,True,True,False,False
6689-VRRTK,True,True,True,True,False,True,True
7138-GIRSH,False,False,False,True,True,False,True
9396-ZSFLL,False,False,False,False,False,False,False
6464-KEXXH,False,False,False,False,False,False,False
7134-MJPDY,True,False,False,True,True,True,True
5240-CAOYT,True,True,True,False,True,False,False
4059-IIEBK,True,False,True,False,False,False,False
4881-JVQOD,False,False,False,False,False,False,True
0516-UXRMT,True,True,True,True,False,False,False
4851-BQDNX,True,False,False,True,False,True,False
3003-CMDUU,True,False,False,False,True,True,True
5016-IBERQ,True,False,True,True,False,False,False
6797-UCJHZ,True,False,True,True,False,True,True
2469-DTSGX,True,False,True,True,True,True,True
4554-YGZIH,True,False,True,False,False,False,True
5099-BAILX,True,False,True,True,True,True,True
9931-KGHOA,False,True,False,False,False,False,False
1775-KWJKQ,False,True,True,True,True,True,True
9411-TPQQV,False,True,False,False,True,True,True
7207-RMRDB,True,False,True,True,False,True,True
7954-MLBUN,True,False,False,True,True,True,True
2077-DDHJK,False,True,True,True,True,False,False
4913-EHYUI,True,True,False,True,False,True,True
0195-IESCP,True,False,False,False,False,False,True
4580-TMHJU,False,False,False,False,False,True,False
0970-ETWGE,True,False,False,False,False,True,True
4908-XAXAY,True,False,True,True,False,False,True
1626-ERCMM,True,False,False,False,False,True,True
0887-HJGAR,False,False,False,False,False,False,False
2391-IPLOP,False,False,False,True,True,True,False
5644-PDMZC,True,False,True,False,False,False,True
3509-GWQGF,True,False,False,False,False,False,False
9576-ANLXO,True,False,False,False,False,False,False
2024-BASKD,True,False,False,True,False,False,False
5183-SNMJQ,True,False,False,False,True,True,True
8100-PNJMH,False,True,True,True,True,True,True
7838-LAZFO,False,True,True,True,False,True,True
5650-VDUDS,False,False,False,False,False,False,False
8095-WANWK,False,False,False,False,False,False,False
9565-FLVCG,False,True,True,False,False,False,True
2800-VEQXM,True,False,False,True,False,False,False
7538-GWHML,True,False,False,False,False,False,False
5533-RJFTJ,False,False,False,True,False,False,False
3859-CVCET,False,False,False,False,False,False,False
0214-JHPFW,False,False,True,True,True,True,True
3276-HDUEG,True,False,False,False,False,False,False
0823-HSCDJ,False,False,True,False,False,True,True
3729-OWRVL,True,True,False,True,True,True,True
0822-GAVAP,False,False,False,False,False,False,True
5760-IFJOZ,True,False,True,True,False,True,True
2826-UWHIS,True,False,True,False,False,False,False
1448-PWKYE,True,False,False,False,False,False,True
7501-IWUNG,False,False,False,True,True,True,True
4957-TREIR,False,True,False,False,True,True,False
7251-LJBQN,True,False,False,True,True,True,True
8040-MNRTF,True,False,False,False,False,False,False
1536-HBSWP,False,False,False,False,True,False,False
0067-DKWBL,False,True,False,False,False,False,False
0946-FKYTX,False,False,True,False,False,False,False
5076-YVXCM,True,False,False,False,False,False,True
6663-JOCQO,False,True,True,False,True,False,True
2276-YDAVZ,True,False,False,False,False,False,False
0078-XZMHT,False,False,True,True,True,True,True
5896-NPFWW,False,False,False,True,False,False,False
9978-HYCIN,True,False,True,False,False,True,False
8338-QIUNR,False,True,False,True,True,False,False
1525-LNLOJ,False,False,False,True,False,True,False
9450-TRJUU,True,False,False,False,False,True,False
1766-GKNMI,True,False,False,False,False,False,True
1456-TWCGB,False,False,True,False,False,False,False
7133-VBDCG,True,True,True,False,False,False,False
7596-ZYWBB,False,True,True,False,True,False,False
8329-UTMVM,True,False,True,False,True,True,True
3014-WJKSM,True,False,False,True,False,False,False
3347-YJZZE,False,False,True,True,False,True,True
7929-DMBCV,True,False,False,True,True,False,False
5433-KYGHE,True,True,False,False,True,False,False
5575-TPIZQ,True,True,False,False,False,True,False
0114-IGABW,False,False,True,True,True,True,True
9944-AEXBM,True,False,False,False,False,False,True
1853-ARAAQ,False,False,False,True,False,True,True
6952-OMNWB,True,False,False,True,False,False,False
4952-YSOGZ,True,False,False,False,False,False,True
1589-AGTLK,False,False,False,False,False,False,False
5244-IRFIH,True,False,False,False,False,True,True
6786-OBWQR,True,False,False,False,False,True,False
2684-EIWEO,True,True,True,True,False,False,False
2753-JMMCV,False,False,True,True,True,False,True
6439-GTPCA,True,False,False,True,True,False,False
1216-JWVUX,True,False,True,False,False,False,False
7564-GHCVB,True,True,False,False,False,False,False
1173-NOEYG,True,False,False,True,False,False,True
7595-EHCDL,False,False,False,True,False,True,True
6647-ZEDXT,True,False,True,True,True,True,True
2521-NPUZR,True,True,True,True,True,False,True
1307-TVUFB,True,False,True,False,False,False,False
7503-MIOGA,False,True,True,True,True,True,True
4381-MHQDC,False,True,False,True,True,False,False
6923-JHPMP,True,True,False,True,False,False,False
5138-WVKYJ,True,True,False,False,False,True,True
1635-FJFCC,False,False,False,False,False,False,False
2499-AJYUA,True,False,True,True,True,True,True
6919-ELBGL,True,True,True,True,True,True,True
3966-HRMZA,True,False,False,True,False,False,False
