customer_id,multiple_lines_Yes
2928-HLDBA,False
0404-SWRVG,True
6497-TILVL,False
7219-TLZHO,False
4622-YNKIJ,False
4412-YLTKF,True
6734-PSBAW,True
3930-ZGWVE,False
2876-GZYZC,True
8587-XYZSF,False
2372-HWUHI,False
7799-LGRDP,True
7850-VWJUU,False
3774-VBNXY,False
6217-KDYWC,False
0390-DCFDQ,False
3146-MSEGF,True
4080-OGPJL,True
1095-WGNGG,True
2636-SJDOU,True
1131-QQZEB,True
5716-EZXZN,True
6837-BJYDQ,False
2135-RXIHG,False
6440-DKQGE,False
3466-BYAVD,False
3780-YVMFA,False
3874-EQOEP,True
1679-JRFBR,True
9073-ZZIAY,False
3077-RSNTJ,False
6551-GNYDG,False
9167-APMXZ,True
2749-CTKAJ,False
6371-NZYEG,False
7554-NEWDD,True
8992-VONJD,False
0867-MKZVY,True
4482-EWFMI,False
4648-YPBTM,True
2907-ILJBN,False
6345-FZOQH,False
3376-BMGFE,False
5997-OPVFA,True
1159-WFSGR,False
7654-YWJUF,False
1875-QIVME,True
6727-IOTLZ,False
0691-JVSYA,False
5918-VUKWP,False
1744-JHKYS,True
2656-FMOKZ,True
2070-FNEXE,False
5947-SGKCL,True
3712-PKXZA,False
6582-OIVSP,False
9367-WXLCH,True
5524-KHNJP,False
1918-ZBFQJ,False
4827-USJHP,False
0956-SYCWG,False
8017-UVSZU,True
7100-FQPRV,True
2472-OVKUP,False
2984-RGEYA,False
9680-NIAUV,True
2146-EGVDT,False
2604-IJPDU,False
9178-JHUVJ,True
6168-YBYNP,True
7255-SSFBC,True
3645-DEYGF,False
9323-HGFWY,False
8544-GOQSH,False
3363-DTIVD,True
7018-WBJNK,False
9142-KZXOP,False
7674-YTAFD,False
1285-OKIPP,False
7825-ECJRF,False
1347-KTTTA,False
7841-TZDMQ,False
7157-SMCFK,False
4709-LKHYG,False
2504-DSHIH,True
2040-LDIWQ,True
6496-JDSSB,False
9408-SSNVZ,False
4443-EMBNA,True
6469-MRVET,False
0742-MOABM,False
5961-VUSRV,False
6341-JVQGF,False
2232-DMLXU,False
4811-JBUVU,True
0945-TSONX,True
2651-ZCBXV,True
3316-UWXUY,False
8937-RDTHP,False
7083-MIOPC,False
1984-GPTEH,True
1251-KRREG,True
9903-LYSAB,True
0094-OIFMO,False
9227-UAQFT,False
7301-ABVAD,True
6614-FHDBO,True
7576-ASEJU,False
9058-HRZSV,False
4522-AKYLR,False
0221-WMXNQ,False
0303-UNCIP,True
9947-OTFQU,False
0322-YINQP,False
0959-WHOKV,True
4075-JFPGR,False
4629-NRXKX,False
3282-ZISZV,True
3675-YDUPJ,False
7017-VFHAY,True
6655-LHBYW,True
4959-JOSRX,False
3606-TWKGI,True
7529-ZDFXI,True
1950-KSVVJ,True
0123-CRBRT,True
6292-TOSSS,True
3197-ARFOY,False
6323-AYBRX,False
7014-ZZXAW,True
4385-GZQXV,False
7633-MVPUY,False
4716-HHKQH,True
5940-AHUHD,False
6432-TWQLB,True
4484-GLZOU,True
3179-GBRWV,False
4130-MZLCC,False
0314-TKOSI,False
8229-MYEJZ,False
2080-SRCDE,True
9577-WJVCQ,True
9512-UIBFX,False
6202-DYYFX,True
3808-HFKDE,False
5583-SXDAG,False
3488-PGMQJ,False
3580-REOAC,False
7534-BFESC,True
3727-OWVYD,False
2294-SALNE,False
4847-TAJYI,False
1563-IWQEX,False
8203-XJZRC,False
6556-DBKZF,False
6851-WEFYX,True
2985-JUUBZ,True
6390-DSAZX,False
0895-LMRSF,False
8098-LLAZX,True
8266-VBFQL,False
2240-HSJQD,True
1248-DYXUB,True
0265-EDXBD,True
4115-BNPJY,False
3167-SNQPL,True
4091-TVOCN,True
1098-TDVUQ,False
7277-OZCGZ,False
1557-EMYVT,True
2799-ARNLO,False
7563-BIUPC,False
5027-YOCXN,True
3973-SKMLN,False
2321-OMBXY,False
2840-XANRC,False
6745-JEFZB,True
5020-ZSTTY,True
8705-WZCYL,False
7102-JJVTX,False
4983-CLMLV,True
5701-YVSVF,False
5804-LEPIM,False
2739-CACDQ,True
9385-EHGDO,False
9498-FIMXL,False
2379-GYFLQ,True
0122-OAHPZ,True
2868-SNELZ,True
4322-RCYMT,True
6680-NENYN,True
2088-IEBAU,True
7982-VCELR,False
1343-EHPYB,True
6035-BXTTY,False
6885-PKOAM,True
7520-HQWJU,True
9639-BUJXT,False
5924-SNGKP,False
0021-IKXGC,True
2034-GDRCN,False
8966-SNIZF,False
4654-DLAMQ,False
0513-RBGPE,True
5160-UXJED,False
4115-NZRKS,False
0219-YTZUE,True
4572-DVCGN,False
3351-NGXYI,True
8984-EYLLL,True
9833-TGFHX,True
9294-TDIPC,False
5229-DTFYB,False
0104-PPXDV,False
5176-LMJXE,False
3583-KRKMD,False
1010-DIAUQ,False
9069-LGEUL,False
7302-ZHMHP,False
9571-EDEBV,True
3520-FJGCV,True
6563-VRERX,False
0259-GBZSH,True
2805-EDJPQ,True
6862-CQUMB,False
7156-MXBJE,True
9601-BRXPO,True
2863-IMQDR,True
5686-CMAWK,True
5651-CRHKQ,False
6905-NIQIN,False
5167-ZFFMM,True
6583-SZVGP,True
4895-TMWIR,False
0533-BNWKF,True
8782-LKFPK,True
5522-JBWMO,False
3597-MVHJT,True
9774-NRNAU,True
0224-RLWWD,False
9967-ATRFS,False
3951-NJCVI,True
2977-CEBSX,True
0177-PXBAT,True
6599-CEBNN,False
5876-QMYLD,False
2277-AXSDC,False
9442-JTWDL,False
0979-PHULV,True
3067-SVMTC,False
5495-GPSRW,False
7606-BPHHN,False
4742-DRORA,True
0111-KLBQG,False
4800-VHZKI,False
7989-CHGTL,False
0334-GDDSO,True
4163-NCJAK,True
5233-AOZUF,True
5973-EJGDP,True
1996-DBMUS,False
7916-VCCPB,False
4686-GEFRM,True
5249-QYHEX,True
0578-SKVMF,False
5564-NEMQO,False
2233-FAGXV,True
5605-IYGFG,False
7663-ZTEGJ,True
3935-TBRZZ,True
2055-SIFSS,True
2806-MLNTI,True
8734-DKSTZ,True
4360-PNRQB,True
6152-ONASV,True
9063-ZGTUY,False
2181-UAESM,False
2957-LOLHO,False
6048-NJXHX,False
4980-URKXC,False
4376-KFVRS,True
5886-VLQVU,True
3577-AMVUX,False
0771-WLCLA,True
5628-RKIFK,True
0206-TBWLC,True
2937-FTHUR,True
1910-FMXJM,False
7752-XUSCI,True
4110-PFEUZ,False
0732-OCQOC,True
5168-MSWXT,False
1090-ESELR,False
8592-PLTMQ,True
5760-WRAHC,False
0256-LTHVJ,False
4785-FCIFB,True
8313-NDOIA,True
5149-CUZUJ,False
0942-KOWSM,False
4237-CLSMM,False
1452-VOQCH,True
4719-UMSIY,False
6614-VBEGU,False
0880-TKATG,True
3811-VBYBZ,True
1480-BKXGA,True
9076-AXYIK,True
5968-XQIVE,True
8896-RAZCR,False
4640-UHDOS,False
4933-IKULF,False
3583-EKAPL,False
1304-BCCFO,False
4104-PVRPS,False
9399-APLBT,False
2359-KMGLI,True
3780-DDGSE,False
4431-EDMIQ,False
0306-JAELE,False
6227-HWPWX,False
0486-LGCCH,False
4612-SSVHJ,False
5168-MQQCA,True
5949-XIKAE,False
7971-HLVXI,True
9094-AZPHK,True
3649-JPUGY,True
8372-JUXUI,True
3552-CTCYF,True
6778-YSNIH,False
0388-EOPEX,False
5756-OZRIO,True
6579-JPICP,False
4134-BSXLX,False
0505-SPOOW,False
7783-YKGDV,True
4374-YMUSQ,True
4513-CXYIX,True
3957-HHLMR,True
7803-XOCCZ,False
5736-YEJAX,True
5609-CEBID,True
8981-FJGLA,True
7218-HKQFK,False
4636-QRJKY,True
1135-LMECX,False
4332-MUOEZ,False
8535-SFUTN,True
5956-VKDTT,True
8677-HDZEE,True
2475-MROZF,True
9412-GHEEC,True
3482-ABPKK,False
6705-LXORM,False
0257-ZESQC,False
7531-GQHME,False
5174-ITUMV,True
4109-CYRBD,True
0913-XWSCN,True
6825-UYPFK,True
8397-MVTAZ,True
0750-EBAIU,False
8606-CIQUL,True
3571-DPYUH,True
7601-GNDYK,False
0356-OBMAC,True
8067-NIOYM,False
1403-GYAFU,False
4234-XTNEA,False
1297-VQDRP,True
9282-IZGQK,True
5348-CAGXB,True
0621-HJWXJ,True
5844-QVTAT,False
8905-IAZPF,False
5394-MEITZ,False
6859-QNXIQ,True
2782-LFZVW,True
2866-IKBTM,False
1342-JPNKI,True
7129-AZJDE,False
6986-IJDHX,False
2560-PPCHE,True
4676-MQUEA,True
8138-EALND,False
3580-HYCSP,True
1352-HNSAW,True
2075-PUEPR,False
1982-FEBTD,True
5301-GAUUY,True
5791-KAJFD,True
2654-VBVPB,False
1154-HYWWO,False
2501-XWWTZ,False
3716-UVSPD,False
6815-ABQFQ,True
7343-EOBEU,True
3701-SFMUH,False
6103-LIANB,True
7319-VENRZ,False
5846-NEQVZ,False
6967-QIQRV,False
5781-RFZRP,True
0939-YAPAF,True
7293-LSCDV,False
7025-WCBNE,True
5756-JYOJT,False
4710-FDUIZ,True
6030-REHUX,True
9548-LIGTA,False
5150-LJNSR,True
8270-RKSAP,False
6522-YRBXD,True
2640-LYMOV,False
1218-VKFPE,False
3627-FHKBK,False
2865-TCHJW,True
1423-BMPBQ,False
2393-DIVAI,False
5192-EBGOV,True
4568-KNYWR,False
8752-IMQOS,False
0742-LAFQK,True
0795-LAFGP,True
0619-OLYUR,True
5512-IDZEI,True
0459-SPZHJ,True
0215-BQKGS,False
9244-ZVAPM,False
0719-SYFRB,True
5172-MIGPM,True
1710-RCXUS,True
0374-FIUCA,False
5839-SUYVZ,False
5173-ZXXXL,False
1096-ADRUX,True
2001-MCUUW,True
2731-GJRDG,True
4723-BEGSG,True
6516-NKQBO,False
8672-OAUPW,False
8207-DMRVL,True
3419-SNJJD,True
4765-OXPPD,False
2804-ETQDK,False
6689-VRRTK,True
7138-GIRSH,True
9396-ZSFLL,True
7134-MJPDY,True
5240-CAOYT,True
4059-IIEBK,True
0516-UXRMT,True
4851-BQDNX,False
5148-HKFIR,False
1009-IRMNA,False
3003-CMDUU,False
5016-IBERQ,True
6797-UCJHZ,True
2469-DTSGX,True
4554-YGZIH,True
5099-BAILX,True
9931-KGHOA,True
1775-KWJKQ,True
7665-VIGUD,False
7207-RMRDB,True
7954-MLBUN,False
2077-DDHJK,True
4913-EHYUI,True
0195-IESCP,True
9574-BOSMD,True
4580-TMHJU,False
0970-ETWGE,False
4908-XAXAY,False
8404-VLQFB,True
1626-ERCMM,True
0887-HJGAR,False
2391-IPLOP,True
5644-PDMZC,True
3509-GWQGF,False
9576-ANLXO,False
2024-BASKD,False
5845-BZZIB,False
1140-UKVZG,True
4160-AMJTL,False
5183-SNMJQ,False
8100-PNJMH,True
7838-LAZFO,False
4464-JCOLN,False
2085-JVGAD,False
8095-WANWK,False
3030-ZKIWL,False
9565-FLVCG,True
8755-OGKNA,False
2800-VEQXM,False
7538-GWHML,False
3859-CVCET,False
5642-MHDQT,False
3088-FVYWK,True
3276-HDUEG,True
9092-GDZKO,True
3729-OWRVL,True
2324-AALNO,True
5760-IFJOZ,True
2826-UWHIS,True
1448-PWKYE,False
7501-IWUNG,False
4957-TREIR,False
7251-LJBQN,True
8040-MNRTF,False
1536-HBSWP,False
5313-FPXWG,True
0067-DKWBL,False
5076-YVXCM,True
8262-COGGB,False
6663-JOCQO,True
9620-QJREV,False
2276-YDAVZ,True
2682-KEVRP,False
2480-JZOSN,False
0078-XZMHT,True
5896-NPFWW,False
9978-HYCIN,False
8338-QIUNR,True
1525-LNLOJ,True
9450-TRJUU,True
1766-GKNMI,True
6942-LBFDP,False
1456-TWCGB,False
7133-VBDCG,False
7596-ZYWBB,False
8329-UTMVM,True
3014-WJKSM,False
3347-YJZZE,True
1029-QFBEN,False
7929-DMBCV,False
9661-JALZV,True
5433-KYGHE,True
4312-KFRXN,True
5575-TPIZQ,True
9944-AEXBM,True
6952-OMNWB,True
4697-LUPSU,False
8434-VGEQQ,False
4952-YSOGZ,True
1589-AGTLK,False
5244-IRFIH,True
6549-YMFAW,False
4950-HKQTE,True
6786-OBWQR,False
2684-EIWEO,True
2753-JMMCV,True
6439-GTPCA,True
6621-YOBKI,False
1216-JWVUX,False
7564-GHCVB,True
1173-NOEYG,True
6647-ZEDXT,True
2521-NPUZR,False
1307-TVUFB,True
7503-MIOGA,True
4381-MHQDC,True
6923-JHPMP,False
5138-WVKYJ,True
4018-PPNDW,True
1635-FJFCC,False
2499-AJYUA,True
6919-ELBGL,True
3966-HRMZA,False
6425-JWTDV,False
8405-IGQFX,False
8224-IVVPA,False
9477-LGWQI,False
1410-RSCMR,False
3115-CZMZD,False
0139-IVFJG,False
6683-VLCTZ,True
5730-DBDSI,False
0030-FNXPP,False
2189-WWOEW,False
5684-FJVYR,True
4013-GUXND,False
1894-IGFSG,False
7379-POKDZ,False
1266-NZYUI,True
7969-FFOWG,False
5175-WLYXL,True
7817-OMJNA,False
8728-SKJLR,False
3137-NYQQI,False
7706-DZNKK,False
0236-HFWSV,True
3900-AQPHZ,False
5842-POCOP,False
2037-XJFUP,False
8823-RLPWL,True
7314-OXENN,True
3758-CKOQL,True
0322-CHQRU,False
5676-CFLYY,False
7521-AFHAB,False
0285-INHLN,False
4678-DVQEO,False
0691-IFBQW,True
4992-LTJNE,True
2202-OUTMO,True
0810-BDHAW,True
0229-LFJAF,True
3442-ZHHCC,True
5726-CVNYA,False
9871-ELEYA,False
5173-WXOQV,False
2040-OBMLJ,True
6286-ZHAOK,True
3807-XHCJH,False
3009-JWMPU,True
5671-RQRLP,True
1450-GALXR,True
8859-AXJZP,True
3174-AKMAS,False
3138-BKYAV,False
9926-PJHDQ,True
7382-DFJTU,False
2798-NYLMZ,True
4289-DTDKW,True
1820-TQVEV,False
2239-JALAW,True
4853-RULSV,True
8098-TDCBU,True
4785-NKHCX,False
3196-NVXLZ,True
6275-YDUVO,False
0036-IHMOT,False
0115-TFERT,True
4178-EGMON,True
4220-TINQT,True
5318-YKDPV,False
7975-TZMLR,True
0295-QVKPB,False
4335-BSMJS,True
2311-QYMUQ,False
3643-AHCFP,True
9146-JRIOX,True
3104-OWCGK,False
9101-BWFSS,True
9650-VBUOG,True
3487-EARAT,False
2672-TGEFF,True
9231-ZJYAM,False
4250-WAROZ,True
8184-WMOFI,False
6982-SSHFK,False
6092-QZVPP,False
4625-LAMOB,False
0727-BMPLR,True
0392-BZIUW,True
1038-ZAGBI,False
3027-ZTDHO,False
0422-OHQHQ,False
6916-HIJSE,False
9778-OGKQZ,True
7408-OFWXJ,True
6007-TCTST,True
2252-NKNSI,True
8713-IGZSO,True
7905-TVXTA,False
7695-PKLCZ,False
2382-BCKQJ,True
8374-UULRV,True
2207-NHRJK,False
3224-DFQNQ,True
4795-UXVCJ,False
9777-IQHWP,True
0947-MUGVO,False
9944-HKVVB,False
4124-MMETB,True
3671-SHRSP,False
2732-ISEZX,False
3313-QKNKB,True
0323-XWWTN,True
1937-OTUKY,True
1573-LGXBA,False
1764-VUUMT,False
4713-ZBURT,True
0207-MDKNV,False
7945-HLKEA,True
9342-VNIMQ,True
9851-KIELU,False
3523-BRGUW,False
3908-BLSYF,False
3199-NPKCN,True
4661-NJEUX,False
2123-AGEEN,False
1258-YMZNM,True
0048-LUMLS,False
7549-MYGPK,True
5898-IGSLP,True
3804-RVTGV,True
6259-WJQLC,True
7997-EASSD,True
0730-KOAVE,True
8975-SKGRX,True
0678-RLHVP,True
4315-MURBD,False
2267-FPIMA,True
1051-GEJLJ,False
9734-YWGEX,True
2719-BDAQO,False
5285-MVEHD,False
0379-DJQHR,False
0781-LKXBR,True
5543-QDCRY,False
0297-RBCSG,False
4694-PHWFW,False
0835-JKADZ,True
1907-UBQFC,False
7508-SMHXL,True
3865-YIOTT,True
5993-BQHEA,False
6024-RUGGH,True
6513-EECDB,True
3956-CJUST,False
6103-BOCOU,True
5149-TGWDZ,False
7471-WNSUF,True
8942-DBMHZ,False
4301-VVZKA,True
9199-PWQVC,True
4824-GUCBY,False
5393-HJZSM,False
7074-IEVOJ,True
9625-QSTYE,False
0862-PRCBS,True
8812-ZRHFP,False
5146-CBVOE,False
0454-OKRCT,False
5787-KXGIY,False
4750-ZRXIU,True
6630-UJZMY,True
5709-LVOEQ,False
6400-BWQKW,True
2692-AQCPF,True
0347-UBKUZ,False
0835-DUUIQ,False
7567-ECMCM,False
6353-BRMMA,True
6680-WKXRZ,True
6231-WFGFH,False
9904-EHEVJ,True
7028-DVOIQ,True
6169-PPETC,False
4208-UFFGW,False
8584-KMVXD,False
8467-WYNSR,False
0851-DFJKB,False
5382-SOYZL,True
9448-REEVD,False
3261-CQXOL,True
8388-FYNPZ,False
4002-BQWPQ,True
5651-YLPRD,False
4378-BZYFP,False
9489-UTFKA,False
4849-PYRLQ,True
9117-SHLZX,False
9889-TMAHG,False
4541-RMRLG,False
7764-BDPEE,False
3429-IFLEM,False
3158-MOERK,True
7294-TMAOP,False
5002-GCQFH,True
0556-FJEGU,False
0604-THJFP,False
2834-JRTUA,True
5875-YPQFJ,False
5879-SESNB,True
6646-QVXLR,True
6461-PPAXN,False
3318-ISQFQ,False
1106-HRLKZ,False
2483-XSSMZ,False
8603-IJWDN,True
8165-ZJRNM,True
9369-XFEHK,True
2604-XVDAM,False
3717-OFRTN,False
9046-JBFWA,False
3280-NMUVX,False
1206-EHBDD,False
8361-LBRDI,True
4883-KCPZJ,True
9108-EQPNQ,True
7277-KAMWT,False
3842-IYKUE,True
6641-XRPSU,False
1374-DMZUI,True
2545-LXYVJ,False
3234-VKACU,False
8357-EQXFO,False
1989-PRJHP,True
8120-JDCAM,False
8917-FAEMR,False
7047-YXDMZ,False
2858-EIMXH,True
9524-EGPJC,True
6993-OHLXR,False
8818-XYFCQ,True
6419-ZTTLE,False
0929-HYQEW,False
7426-RHZGU,False
4065-JJAVA,False
4695-VADHF,False
3863-IUBJR,False
7649-SIJJF,True
9361-YNQWJ,True
9391-TTOYH,False
1452-XRSJV,False
3422-WJOYD,False
8242-SOQUO,False
7460-ITWWP,False
7147-AYBAA,False
7868-TMWMZ,False
4822-RVYBB,True
6732-FZUGP,True
8436-BJUMM,True
4184-TJFAN,False
8329-GWVPJ,False
1352-VHKAJ,True
4145-UQXUQ,False
2632-TACXW,True
8146-QQKZH,False
1767-CJKBA,True
6445-TNRXS,True
4869-EPIUS,False
9948-YPTDG,False
1236-WFCDV,False
1915-OAKWD,False
7296-PIXQY,False
4883-QICIH,False
3354-OADJP,False
3524-WQDSG,True
0810-DHDBD,True
4026-SKKHW,False
2829-HYVZP,False
8329-IBCTI,False
7013-PSXHK,True
5981-ITEMU,True
3486-NPGST,False
6941-PMGEP,False
1624-WOIWJ,False
2074-GKOWZ,False
0376-YMCJC,True
6100-FJZDG,False
4829-ZLJTK,True
1730-VFMWO,False
7143-BQIBA,False
3800-LYTRK,False
0634-SZPQA,True
9646-NMHXE,False
7030-NJVDP,False
5536-RTPWK,True
8883-GRDWQ,False
6166-ILMNY,False
3097-NNSPB,False
0655-RBDUG,True
2111-DWYHN,False
4194-WHFCB,True
4121-AGSIN,True
4361-BKAXE,True
9845-PEEKO,True
0455-XFASS,False
0301-KOBTQ,False
1751-NCDLI,True
4367-NUYAO,True
9878-TNQGW,False
9170-ARBTB,False
4441-NIHPT,False
8999-BOHSE,False
7241-AJHFS,True
7029-RPUAV,True
4546-FOKWR,True
9036-CSKBW,True
5832-TRLPB,False
8590-YFFQO,False
8659-IOOPU,True
1338-CECEE,True
7439-DKZTW,False
4646-QZXTF,False
4607-CHPCA,False
9742-XOKTS,True
6921-OZMFH,True
9578-FOMUK,True
4712-UYOOI,False
8824-RWFXJ,False
7722-CVFXN,True
8717-VCTXJ,False
7363-QTBIW,False
4159-NAAIX,True
0971-QIFJK,True
9397-TZSHA,True
3391-JSQEW,False
9763-PDTKK,False
2176-LVPNX,True
7627-JKIAZ,True
3312-UUMZW,True
1271-UODNO,True
8461-EFQYM,True
6900-RBKER,True
6891-JPYFF,True
1047-NNCBF,False
3696-XRIEN,True
0074-HDKDG,False
8791-GFXLZ,False
8111-SLLHI,True
0927-LCSMG,False
9330-DHBFL,False
0098-BOWSO,False
3452-ABWRL,True
5859-HZYLF,False
8257-RZAHR,True
5293-WXJAK,True
3156-QLHBO,False
2208-NQBCT,False
1779-PWPMG,True
6621-NRZAK,False
0831-JNISG,False
0774-IFUVM,True
3082-WQRVY,False
9553-DLCLU,True
1641-BYBTK,False
2460-NGXBJ,True
2446-ZKVAF,True
3522-CDKHF,False
0411-EZJZE,True
7851-WZEKY,True
8844-TONUD,False
8992-CEUEN,False
4320-QMLLA,False
8777-PVYGU,False
8292-ITGYJ,True
6870-ZWMNX,True
0621-CXBKL,False
5268-DSMNQ,True
5334-JLAXU,True
4086-YQSNZ,False
6242-MBHPK,False
9359-UGBTK,False
0135-NMXAP,True
4782-OSFXZ,True
6479-OAUSD,False
7129-ACFOG,True
4189-NAKJS,True
5562-BETPV,False
9127-FHJBZ,True
6270-OMFIW,False
1641-RQDAY,True
0107-WESLM,False
6994-ORCWG,True
1346-UFHAX,True
3992-YWPKO,True
2933-XEUJM,True
0125-LZQXK,False
5461-QKNTN,True
4835-YSJMR,False
8399-YNDCH,False
0887-WBJVH,False
4660-IRIBM,False
5673-FSSMF,True
7670-ZBPOQ,True
8089-UZWLX,True
0080-OROZO,False
3916-NRPAP,False
6807-SIWJI,True
8221-HVAYI,True
1579-KLYDT,True
5232-NXPAY,False
8967-SZQAS,False
4468-KAZHE,False
0455-ENTCR,True
8944-AILEF,False
5542-NKVRU,False
7126-RBHSD,True
5370-IIVVL,True
6789-HJBWG,False
3927-NLNRY,False
9087-EYCPR,True
6358-LYNGM,True
6077-BDPXA,False
0013-MHZWF,False
5494-HECPR,False
8268-YDIXR,True
9824-BEMCV,False
1373-ORVIZ,True
4291-SHSBH,False
6980-IMXXE,False
9866-QEVEE,True
9897-KXHCM,False
0040-HALCW,False
0784-GTUUK,True
7979-CORPM,True
2294-DMMUS,True
0872-JCPIB,True
9091-WTUUY,False
1618-CFHME,True
3165-HDOEW,False
7115-IRDHS,True
8496-DMZUK,True
2040-VZIKE,True
9068-VPWQQ,True
0178-SZBHO,True
0384-RVBPI,False
1689-MRZQR,False
1299-AURJA,True
4525-VZCZG,False
1543-LLLFT,True
5835-BEQEU,True
2788-CJQAQ,False
5565-FILXA,True
0319-QZTCO,False
2120-SMPEX,False
0096-FCPUF,True
5552-ZNFSJ,False
2223-KAGMX,False
6507-ZJSUR,False
9408-HRXRK,True
5593-SUAOO,True
7321-PKUYW,True
2833-SLKDQ,False
6766-HFKLA,True
7595-EUIVN,False
7617-EYGLW,False
2026-TGDHM,False
9220-ZNKJI,False
2226-ICFDO,True
5529-GIBVH,False
4187-CINZD,False
9992-UJOEL,False
4741-WWJQZ,False
6625-UTXEW,False
6818-WOBHJ,True
6244-BESBM,False
1004-NOZNR,False
1251-STYSZ,True
2612-PHGOX,True
2408-TZMJL,True
8480-PPONV,True
8780-IHCRN,True
1257-SXUXQ,False
9681-KYGYB,True
7182-OVLBJ,True
5095-ETBRJ,False
7005-CYUIL,False
4821-WQOYN,False
3452-FLHYD,False
2388-LAESQ,True
9531-NSBMR,False
6260-ONULR,False
4389-UEFCZ,True
8711-LOBKY,False
9134-CEQMF,False
8985-OOPOS,False
8800-ZKRFW,True
2616-FLVQC,False
9968-FFVVH,True
3108-PCCGG,True
7993-PYKOF,False
8390-FESFV,True
3022-BEXHZ,True
5027-XWQHA,False
6248-TKCQV,True
6729-GDNGC,False
6198-ZFIOJ,True
4566-QVRRW,False
1291-CUOCY,True
9795-SHUHB,False
3230-IUALN,False
0042-RLHYP,False
8519-IMDHU,True
4945-RVMTE,False
0201-OAMXR,True
1866-NXPSP,False
3372-KWFBM,True
7831-QGOXH,True
6393-WRYZE,True
1661-CZBAU,True
6599-RCLCJ,True
9831-BPFRI,True
5158-RIVOP,False
9788-YTFGE,False
9277-JOOMO,True
1907-YLNYW,False
1725-MIMXW,False
8947-YRTDV,False
3161-ONRWK,False
0114-RSRRW,False
4565-NLZBV,True
0031-PVLZI,False
7206-GZCDC,False
4791-QRGMF,True
6475-VHUIZ,False
3910-MRQOY,False
0661-WCQNQ,False
4656-CAURT,True
4671-LXRDQ,False
3733-LSYCE,False
6265-FRMTQ,False
1934-SJVJK,False
3838-OZURD,True
9269-CQOOL,False
2017-CCBLH,False
7690-KPNCU,False
0536-BGFMZ,False
2293-IJWPS,True
2845-HSJCY,True
5469-NUJUR,False
1184-PJVDB,False
4102-HLENU,True
7266-GSSJX,False
7073-QETQY,False
9415-DPEWS,True
5624-RYAMH,False
0196-JTUQI,True
7130-YXBRO,True
9272-LSVYH,False
7943-RQCHR,True
3793-MMFUH,True
3249-ZPQRG,True
2568-BRGYX,False
3084-DOWLE,True
1084-MNSMJ,False
7249-WBIYX,True
4238-HFHSN,True
6250-CGGUN,False
5478-JJVZK,True
7596-IIWYC,False
6567-HOOPW,False
9793-WECQC,False
4291-HPAXL,False
8999-YPYBV,False
1839-FBNFR,False
3164-AALRN,False
3071-MVJCD,True
1697-BCSHV,True
1131-SUEKT,False
3717-OEAUQ,False
4538-WNTMJ,True
3334-CTHOL,True
4704-ERYFC,False
9432-RUVSL,False
8060-HIWJJ,True
7684-XSZIY,True
9089-UOWJG,False
8621-MNIHH,True
