begin_date,monthly_charges,total_charges,type_One year,type_Two year,paperless_billing_Yes,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,internet_service_Fiber optic,online_security_Yes,online_backup_Yes,device_protection_Yes,tech_support_Yes,streaming_tv_Yes,streaming_movies_Yes,senior_citizen,gender_Male,partner_Yes,dependents_Yes,multiple_lines_Yes
943,51.0,2264.5,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False
273,105.65,6717.9,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,True,True,True
1673,49.55,878.35,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
1553,48.8,1054.6,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
151,110.0,7611.85,False,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,False,True
243,76.75,5233.25,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,False,False,True
212,19.3,1447.9,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1188,67.45,2443.3,True,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,False,True
1461,24.75,692.1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
791,108.25,5431.4,True,False,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True
2161,19.75,19.75,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
761,95.15,5000.05,True,False,True,False,False,True,True,True,False,False,True,True,False,False,False,True,True,True
2252,50.3,92.75,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
396,75.7,4676.7,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,True,True,True
577,103.85,5485.5,False,False,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True
638,56.8,3112.05,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False
2130,19.55,128.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2252,24.5,46.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2038,101.15,842.9,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,True,False,False
761,34.2,1782.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
1247,19.85,739.35,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2038,81.3,416.3,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True
1643,94.95,2142.8,False,False,True,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False
1857,101.9,1667.25,True,False,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False
1522,74.3,1863.8,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False
1339,90.1,2598.95,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False
2161,69.95,69.95,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2222,79.55,79.55,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
1704,99.85,1776.95,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True
426,106.6,6428.4,False,True,True,False,True,False,True,False,False,True,True,True,True,False,False,False,False,True
212,99.5,6841.45,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True
1612,25.1,611.45,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True
243,110.9,7432.05,True,False,False,True,False,False,True,False,True,True,True,True,True,True,True,False,False,True
1857,20.55,295.95,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1127,87.55,3078.1,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False
577,74.6,4368.95,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,True
457,39.3,2111.45,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
1826,64.25,1024.0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,True,False
1339,85.65,2664.3,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
1188,64.4,2088.75,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True
1461,90.55,2282.55,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True
608,100.1,5440.9,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True
1949,41.6,470.6,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
882,55.3,2654.05,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False
1857,112.95,1384.75,False,False,True,False,False,True,True,False,True,True,True,True,True,False,True,False,False,True
123,89.85,6697.35,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True
1949,20.5,255.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
2099,28.45,131.05,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
396,20.6,1298.7,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2191,20.4,84.75,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1066,64.75,2345.2,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
1219,51.05,1815.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1826,68.25,1114.85,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False
1247,94.55,3365.4,False,False,True,False,True,False,True,True,True,False,False,False,True,True,True,True,False,True
2099,70.25,331.9,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False
243,87.4,5918.8,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
1247,23.3,797.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1461,105.8,2998.0,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,False,True
1977,99.8,673.25,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True
2161,84.0,424.75,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
2252,20.1,39.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1553,20.8,460.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1796,50.3,846.8,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
1369,20.1,589.25,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1035,62.3,2354.8,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False
2099,28.45,131.05,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
2069,54.65,482.25,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False
2161,79.5,79.5,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
182,97.65,6982.5,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True
2222,19.3,19.3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2191,35.75,35.75,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
700,94.0,4871.45,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False
1734,19.65,358.15,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1826,80.45,1072.0,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
2008,100.6,819.4,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,False,False,True
243,64.1,4326.25,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False
1492,19.55,520.55,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
547,100.0,5509.3,True,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,False,True
1918,74.75,799.65,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1887,95.2,930.4,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,True
577,106.95,5785.5,True,False,True,True,False,False,True,True,False,True,False,True,True,False,False,False,False,True
1584,49.3,1233.25,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2283,24.4,24.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1492,83.8,1900.25,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,True,True,False
1400,19.3,602.9,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1247,70.55,2419.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
123,25.85,1872.2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True
2130,97.95,384.5,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,True
2283,49.8,49.8,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
273,59.55,4103.9,False,True,True,False,True,False,False,False,True,True,True,True,True,False,False,True,True,False
1977,73.6,520.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
1584,64.35,1558.65,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,True,True,True
1765,65.2,1043.35,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1918,73.75,956.65,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
2161,76.95,228.4,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
2099,49.15,169.05,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2283,49.9,49.9,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
2222,86.6,86.6,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True
123,106.5,7348.8,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,False,True
2222,88.35,88.35,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False
2222,66.4,94.55,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False
2191,31.0,95.05,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
2069,93.9,486.85,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True
1096,84.1,3021.6,False,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True
1704,99.95,1931.75,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True
2222,86.6,86.6,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True
974,24.85,1013.6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True
1949,77.65,714.15,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2283,44.05,44.05,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2069,29.35,216.45,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
577,103.05,5925.75,False,False,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True
1949,19.2,239.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False
1977,111.4,1183.05,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,True
396,90.05,5817.0,True,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False
1400,70.25,2198.9,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False
638,19.35,1153.25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1492,89.8,2335.3,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False
1918,73.75,871.4,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True
2283,19.8,19.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2252,45.1,45.1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
1400,40.35,1187.05,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2191,70.85,70.85,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
761,90.15,4554.85,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True
2161,19.65,19.65,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1643,63.55,1381.8,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True
396,19.95,1234.8,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2099,70.9,273.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2008,34.7,296.1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
182,79.7,5743.3,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True
396,24.65,1574.5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True
151,99.45,7007.6,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,True,True,True
1918,98.5,1058.25,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True
1949,23.15,245.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1584,60.45,1440.75,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False
2252,69.25,69.25,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False
151,99.0,6994.6,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,True
2099,89.5,573.3,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False
700,59.3,3014.65,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,False
761,56.4,2928.5,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False
943,77.95,3384.0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False
853,100.05,4871.05,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,True,False,True
2161,70.4,204.7,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
2130,90.75,512.25,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
1004,55.25,2139.2,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False
1977,70.75,450.8,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
151,106.8,7623.2,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,True
123,24.75,1777.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
273,94.1,6302.8,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,True
2222,70.3,70.3,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False
273,53.4,3579.15,False,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False
882,62.7,2791.5,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False
547,57.55,3046.4,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False
1127,81.4,3213.75,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True
1704,19.25,375.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1643,96.05,1740.7,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False
2130,91.05,289.1,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True
2008,100.6,819.4,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,False,False,True
577,82.45,4350.1,True,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True
2283,20.05,20.05,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2283,49.75,49.75,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1219,69.75,2347.9,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
123,115.8,8424.9,False,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,True
243,90.2,6297.65,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,True
2222,19.3,19.3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2008,34.7,296.1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1612,19.3,486.2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2222,80.55,184.1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
822,59.6,2970.3,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,True,True,False
123,23.3,1623.15,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
151,99.0,7061.65,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True
2161,69.4,69.4,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
1431,91.25,2351.8,False,False,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False
608,115.85,6567.9,False,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
182,79.15,5536.5,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,True
426,106.6,6428.4,False,True,True,False,True,False,True,False,False,True,True,True,True,False,False,False,False,True
1553,74.3,1952.25,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
2191,55.1,113.35,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False
1977,73.6,520.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
2161,79.2,172.85,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True
2099,25.9,135.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
1826,20.6,330.25,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1765,100.0,1534.75,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True
1492,98.75,2407.3,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True
488,19.85,1128.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
457,101.15,6383.9,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True
1247,50.15,1655.35,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
2191,68.95,68.95,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
396,109.85,7002.95,False,False,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,True
2099,85.75,470.95,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False
2191,105.0,294.45,False,False,True,False,True,False,True,False,True,True,False,True,True,True,True,False,False,True
2222,19.3,19.3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1734,89.1,1620.8,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
1247,102.05,3452.55,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,True
396,81.55,5029.05,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
2161,45.65,191.05,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1826,94.1,1215.6,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True
2161,76.45,76.45,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True
2222,95.1,180.25,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,False,False,False
151,54.5,3778.2,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
2161,90.35,434.5,False,False,True,False,False,True,True,True,False,True,False,False,True,False,True,True,True,False
335,19.85,1267.05,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1796,53.9,834.15,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1949,104.05,1133.65,False,False,True,False,False,False,True,False,False,True,True,True,True,True,False,True,False,True
2161,49.9,130.1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1096,104.7,4134.85,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,False,False
2191,19.7,19.7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1004,90.65,3882.3,True,False,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False
1188,79.25,2911.8,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True
243,88.85,6132.7,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True
1035,73.0,3001.2,True,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,False,True
2252,74.25,74.25,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
2283,74.35,74.35,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
1461,105.95,2655.25,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,True
426,97.95,5936.55,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True
1096,74.55,3015.75,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,True,True
577,96.75,5238.9,False,False,True,False,True,False,True,True,True,False,False,True,False,False,True,True,False,True
2283,55.3,55.3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
700,71.05,3444.85,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
1796,89.45,1430.25,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False
2099,94.4,387.2,False,False,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False
2130,44.3,134.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
2283,19.4,19.4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1977,58.95,601.6,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2038,55.9,365.35,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False
396,75.55,4707.85,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False
151,25.45,1789.65,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True
638,96.25,4990.25,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,True,True,True
1308,20.35,689.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2191,79.05,79.05,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
2161,50.45,50.45,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
151,85.75,6223.8,False,True,False,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True
730,57.95,3042.25,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False
1977,19.5,226.8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
791,70.8,3478.15,True,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False
1219,84.05,2781.85,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
1949,56.3,628.65,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False
2161,74.4,215.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1127,20.15,826.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2252,70.3,144.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1826,19.75,313.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False
2191,105.0,294.45,False,False,True,False,True,False,True,False,True,True,False,True,True,True,True,False,False,True
