customer_id,senior_citizen,gender_Male,partner_Yes,dependents_Yes
7576-ASEJU,False,False,True,True
9058-HRZSV,True,False,True,False
4522-AKYLR,True,False,False,False
0221-WMXNQ,True,True,False,False
0303-UNCIP,False,True,False,False
9947-OTFQU,True,True,False,False
0322-YINQP,False,True,False,False
0959-WHOKV,False,True,False,False
4075-JFPGR,False,False,True,False
4629-NRXKX,False,False,True,True
9514-JDSKI,True,True,True,False
3282-ZISZV,False,True,False,True
3675-YDUPJ,False,True,False,False
4111-BNXIF,False,False,True,True
7017-VFHAY,False,False,True,True
6655-LHBYW,False,True,False,False
4959-JOSRX,False,False,True,False
5046-NUHWD,True,False,True,False
7273-TEFQD,True,True,False,False
3606-TWKGI,True,True,False,False
7529-ZDFXI,True,True,True,False
7605-BDWDC,False,False,False,False
1950-KSVVJ,False,False,True,False
0123-CRBRT,False,False,True,True
6292-TOSSS,False,True,False,False
3197-ARFOY,True,False,False,False
6323-AYBRX,False,True,False,False
7014-ZZXAW,False,False,True,False
4385-GZQXV,True,False,False,False
7633-MVPUY,False,True,True,False
6366-ZGQGL,False,True,False,False
4716-HHKQH,True,True,True,False
5940-AHUHD,False,True,False,False
6432-TWQLB,False,True,True,False
4484-GLZOU,False,False,True,False
3179-GBRWV,True,True,True,False
8645-KWHJO,False,True,False,False
4130-MZLCC,False,False,False,False
0314-TKOSI,False,False,False,False
8229-MYEJZ,False,False,False,False
2080-SRCDE,False,False,False,True
9577-WJVCQ,False,False,False,False
9512-UIBFX,False,True,True,True
6202-DYYFX,False,False,False,False
3808-HFKDE,False,False,False,False
5583-SXDAG,False,True,True,False
3488-PGMQJ,True,True,False,False
3580-REOAC,False,True,False,False
7534-BFESC,True,True,False,False
3727-OWVYD,False,True,False,False
2294-SALNE,False,True,True,True
4847-TAJYI,True,False,False,False
1563-IWQEX,False,False,False,False
8203-XJZRC,False,True,False,False
6556-DBKZF,False,False,True,True
6851-WEFYX,True,True,True,False
2985-JUUBZ,False,True,True,True
6390-DSAZX,False,False,False,True
0895-LMRSF,False,True,False,False
8098-LLAZX,True,False,False,False
8266-VBFQL,False,True,False,False
8181-YHCMF,False,False,True,True
2240-HSJQD,False,True,False,True
1248-DYXUB,False,True,True,True
0265-EDXBD,True,True,True,False
4115-BNPJY,False,True,True,True
3167-SNQPL,True,True,True,True
4091-TVOCN,False,True,False,True
1098-TDVUQ,False,False,False,False
7277-OZCGZ,False,False,False,False
1557-EMYVT,False,False,False,False
2799-ARNLO,True,False,True,False
7563-BIUPC,False,True,False,False
5027-YOCXN,False,True,True,True
3973-SKMLN,False,True,False,False
2321-OMBXY,False,False,True,True
2840-XANRC,True,True,True,False
6745-JEFZB,False,True,True,False
5020-ZSTTY,True,False,False,False
9880-TDQAC,False,False,True,True
8705-WZCYL,False,True,False,False
7102-JJVTX,False,False,True,True
8626-PTQGE,False,True,False,False
4983-CLMLV,False,False,True,False
5701-YVSVF,True,False,True,False
5804-LEPIM,True,False,False,False
5697-GOMBF,True,False,True,True
2739-CACDQ,True,False,False,False
9385-EHGDO,False,False,True,True
9498-FIMXL,False,False,False,False
2379-GYFLQ,False,True,False,False
0122-OAHPZ,False,False,False,False
2868-SNELZ,False,False,False,False
4322-RCYMT,False,True,True,True
6680-NENYN,False,False,False,False
2088-IEBAU,False,False,False,False
7982-VCELR,False,False,False,False
1343-EHPYB,False,True,True,False
6035-BXTTY,True,False,False,False
6885-PKOAM,False,False,True,False
7520-HQWJU,False,False,True,True
9639-BUJXT,False,True,False,False
5924-SNGKP,False,False,False,True
0021-IKXGC,True,False,False,False
2034-GDRCN,False,False,False,False
8966-SNIZF,False,False,True,False
6243-OZGFH,False,False,False,False
4654-DLAMQ,True,False,True,False
0513-RBGPE,False,True,True,True
5160-UXJED,False,True,False,True
4115-NZRKS,True,False,False,False
0219-YTZUE,False,True,True,True
0623-IIHUG,True,False,False,False
4572-DVCGN,False,False,False,False
3351-NGXYI,True,False,False,False
8984-EYLLL,False,True,True,False
9057-MSWCO,True,True,True,False
9833-TGFHX,False,True,True,True
9294-TDIPC,False,True,False,True
5229-DTFYB,False,False,False,False
0104-PPXDV,False,True,True,False
5176-LMJXE,False,False,False,False
3583-KRKMD,False,True,False,False
1010-DIAUQ,False,True,False,False
9069-LGEUL,False,True,True,False
7302-ZHMHP,False,False,False,False
9571-EDEBV,False,True,True,False
3520-FJGCV,False,True,True,True
6563-VRERX,False,True,True,True
0259-GBZSH,False,True,False,False
6122-EFVKN,False,True,False,True
2805-EDJPQ,False,False,True,True
6862-CQUMB,False,True,False,False
7156-MXBJE,False,False,False,False
6158-HDPXZ,False,True,False,False
9601-BRXPO,False,False,True,False
2863-IMQDR,False,False,False,False
5686-CMAWK,False,True,False,False
5651-CRHKQ,False,False,True,False
6905-NIQIN,False,True,False,False
8204-YJCLA,True,True,True,True
5167-ZFFMM,False,True,False,False
6583-SZVGP,False,True,False,False
4895-TMWIR,True,True,True,False
0533-BNWKF,True,False,True,False
1708-PBBOA,False,False,False,False
8782-LKFPK,False,True,False,False
5522-JBWMO,False,True,False,True
3597-MVHJT,False,False,False,False
9774-NRNAU,True,True,True,False
0224-RLWWD,True,False,False,False
9967-ATRFS,False,False,False,False
3951-NJCVI,True,False,True,False
2977-CEBSX,False,False,False,False
0177-PXBAT,True,True,True,False
6599-CEBNN,False,False,False,False
2519-ERQOJ,True,True,False,False
5876-QMYLD,False,False,True,True
2277-AXSDC,False,False,False,False
9442-JTWDL,False,False,False,False
0979-PHULV,False,True,True,True
3067-SVMTC,False,False,True,False
5495-GPSRW,False,True,False,False
7606-BPHHN,False,True,False,False
4742-DRORA,False,True,True,True
0111-KLBQG,True,True,True,True
4800-VHZKI,False,False,False,False
7989-CHGTL,False,True,False,False
0334-GDDSO,True,True,False,False
4163-NCJAK,False,False,True,False
5233-AOZUF,False,False,True,False
5973-EJGDP,False,True,False,False
1996-DBMUS,True,False,True,False
7916-VCCPB,False,False,True,True
4686-GEFRM,False,True,True,False
5249-QYHEX,False,False,True,True
0578-SKVMF,False,False,True,True
5564-NEMQO,True,False,False,False
2233-FAGXV,False,False,True,True
5605-IYGFG,False,False,False,False
7663-ZTEGJ,False,True,False,True
3935-TBRZZ,False,True,True,True
8111-BKVDS,False,False,False,False
2055-SIFSS,True,False,True,False
2806-MLNTI,True,True,True,False
8734-DKSTZ,False,False,True,True
4360-PNRQB,False,True,False,False
6152-ONASV,False,False,True,False
9063-ZGTUY,False,False,True,True
7781-HVGMK,False,False,True,True
2181-UAESM,False,True,False,False
2957-LOLHO,False,True,False,False
6048-NJXHX,False,True,True,False
2320-SLKMB,False,False,False,False
4980-URKXC,False,True,True,False
4376-KFVRS,False,True,True,True
5886-VLQVU,False,True,True,False
3577-AMVUX,False,True,False,False
0771-WLCLA,False,False,True,True
5628-RKIFK,True,False,False,False
0206-TBWLC,False,False,True,False
2937-FTHUR,False,False,False,True
1910-FMXJM,False,False,True,False
7752-XUSCI,False,False,False,False
4110-PFEUZ,False,False,False,False
0732-OCQOC,False,False,True,True
5168-MSWXT,False,True,True,True
1090-ESELR,False,True,True,True
8592-PLTMQ,False,False,False,False
5760-WRAHC,True,False,False,False
8847-GEOOQ,False,True,True,False
0256-LTHVJ,False,False,True,True
4785-FCIFB,False,False,True,False
8313-NDOIA,False,False,False,False
5149-CUZUJ,False,True,True,True
0942-KOWSM,False,False,True,True
4237-CLSMM,False,True,True,False
1452-VOQCH,False,True,False,False
4719-UMSIY,False,True,False,True
6614-VBEGU,False,False,True,False
0880-TKATG,False,True,True,True
3811-VBYBZ,False,True,False,False
1480-BKXGA,True,True,True,False
2996-XAUVF,False,True,False,False
9076-AXYIK,True,True,True,False
5968-XQIVE,False,True,True,True
8896-RAZCR,False,False,False,True
4640-UHDOS,False,False,True,True
4933-IKULF,True,False,False,False
3583-EKAPL,False,True,False,False
1304-BCCFO,False,True,True,False
4104-PVRPS,False,True,True,False
9399-APLBT,False,False,True,True
2359-KMGLI,False,True,False,False
3780-DDGSE,True,True,True,True
4431-EDMIQ,False,False,True,True
0306-JAELE,False,True,False,False
6227-HWPWX,False,False,False,True
0486-LGCCH,False,True,True,True
0447-BEMNG,False,False,True,False
4612-SSVHJ,True,False,False,False
5168-MQQCA,False,False,True,False
5949-XIKAE,False,False,True,True
7971-HLVXI,False,True,True,True
9094-AZPHK,False,False,False,False
3649-JPUGY,False,True,False,False
4472-LVYGI,False,False,True,True
8372-JUXUI,False,True,False,True
3552-CTCYF,False,True,True,True
6778-YSNIH,False,False,False,False
0388-EOPEX,False,False,True,False
5756-OZRIO,True,True,True,False
6579-JPICP,False,True,False,False
8205-OTCHB,False,True,False,False
4134-BSXLX,False,True,True,False
0505-SPOOW,False,False,True,False
6235-VDHOM,True,False,False,False
7783-YKGDV,False,False,False,False
4374-YMUSQ,False,True,False,False
4513-CXYIX,True,False,True,False
3957-HHLMR,False,False,True,True
7803-XOCCZ,False,False,True,True
5736-YEJAX,False,True,False,True
5609-CEBID,True,False,False,False
8981-FJGLA,False,True,False,True
7218-HKQFK,False,True,True,False
4636-QRJKY,False,False,True,True
1135-LMECX,False,False,False,False
4332-MUOEZ,True,True,True,True
8535-SFUTN,False,True,False,False
5956-VKDTT,True,False,True,False
8677-HDZEE,False,False,False,False
2475-MROZF,False,True,False,False
9412-GHEEC,False,True,False,False
3482-ABPKK,False,False,False,False
6705-LXORM,True,False,True,False
0257-ZESQC,True,False,True,False
7531-GQHME,False,True,False,False
5174-ITUMV,False,True,True,True
4109-CYRBD,True,True,True,False
0913-XWSCN,False,True,True,True
6825-UYPFK,False,False,False,False
8397-MVTAZ,False,True,True,False
0750-EBAIU,False,True,False,False
8606-CIQUL,True,True,True,True
3571-DPYUH,False,True,True,True
7601-GNDYK,False,True,True,True
0356-OBMAC,True,False,False,False
8067-NIOYM,False,False,True,True
1403-GYAFU,False,True,True,True
4234-XTNEA,False,True,False,False
1297-VQDRP,True,True,True,True
9282-IZGQK,False,False,False,False
5348-CAGXB,False,True,False,False
0621-HJWXJ,False,False,True,False
5844-QVTAT,False,False,True,True
8905-IAZPF,False,False,True,False
5394-MEITZ,False,False,True,True
6859-QNXIQ,False,False,True,True
2782-LFZVW,False,False,False,False
2866-IKBTM,False,False,False,False
1342-JPNKI,False,True,False,False
2817-NTQDO,False,True,False,False
7129-AZJDE,False,True,True,True
6986-IJDHX,False,True,True,True
2560-PPCHE,False,False,False,False
4676-MQUEA,True,True,True,False
8138-EALND,False,True,False,False
3580-HYCSP,False,True,True,True
1352-HNSAW,False,False,True,True
2075-PUEPR,False,True,True,True
1982-FEBTD,False,False,True,True
5301-GAUUY,False,True,False,False
5791-KAJFD,False,False,True,True
2654-VBVPB,False,False,False,False
1154-HYWWO,False,True,False,False
2501-XWWTZ,False,True,False,False
3716-UVSPD,False,True,False,False
6815-ABQFQ,False,True,True,False
7343-EOBEU,False,True,True,False
3701-SFMUH,False,True,True,True
6103-LIANB,False,True,True,True
7319-VENRZ,False,True,False,False
5846-NEQVZ,False,True,True,True
6967-QIQRV,False,True,True,True
5781-RFZRP,False,True,True,False
0939-YAPAF,False,False,False,False
0308-IVGOK,False,False,False,False
7293-LSCDV,False,False,True,True
7025-WCBNE,True,True,False,False
5756-JYOJT,False,False,False,False
4710-FDUIZ,False,True,True,False
6030-REHUX,True,False,True,False
9548-LIGTA,False,True,True,False
5150-LJNSR,False,True,True,True
8270-RKSAP,False,True,False,False
6522-YRBXD,True,True,True,False
2640-LYMOV,False,True,False,False
1218-VKFPE,False,False,True,True
3627-FHKBK,False,False,False,False
2865-TCHJW,True,False,False,False
1423-BMPBQ,False,False,True,True
2393-DIVAI,False,False,False,False
5192-EBGOV,True,False,False,False
4568-KNYWR,False,True,False,False
8752-IMQOS,False,True,True,True
0742-LAFQK,False,True,True,False
0795-LAFGP,False,True,True,True
0619-OLYUR,False,True,True,False
5512-IDZEI,False,True,True,True
0459-SPZHJ,False,True,True,True
0215-BQKGS,False,True,False,False
9244-ZVAPM,False,True,False,False
0719-SYFRB,False,False,False,False
8208-EUMTE,False,True,False,False
5172-MIGPM,False,True,False,False
1710-RCXUS,False,True,True,False
0374-FIUCA,False,True,True,False
5839-SUYVZ,False,True,False,False
5173-ZXXXL,False,True,False,False
1096-ADRUX,False,False,True,True
2001-MCUUW,False,True,False,False
2731-GJRDG,False,False,False,False
4723-BEGSG,False,True,True,False
6516-NKQBO,False,True,True,True
8672-OAUPW,False,True,False,True
8207-DMRVL,False,True,True,True
3419-SNJJD,True,False,True,False
6543-CPZMK,False,True,True,True
4765-OXPPD,False,False,True,True
2804-ETQDK,False,True,False,True
6689-VRRTK,True,False,False,False
7138-GIRSH,False,True,False,False
9396-ZSFLL,False,False,False,False
6464-KEXXH,False,True,False,False
7134-MJPDY,True,False,False,False
5240-CAOYT,False,False,False,False
4059-IIEBK,False,False,False,False
4881-JVQOD,True,True,True,True
0516-UXRMT,False,False,False,False
4851-BQDNX,False,True,True,True
5148-HKFIR,False,False,False,False
1009-IRMNA,False,False,False,False
3003-CMDUU,False,False,True,False
5016-IBERQ,False,True,True,False
6797-UCJHZ,True,False,True,False
2469-DTSGX,True,False,False,False
4554-YGZIH,True,True,True,False
5099-BAILX,True,True,True,True
9931-KGHOA,False,False,True,False
1775-KWJKQ,False,True,True,True
7665-VIGUD,False,True,False,False
9411-TPQQV,False,False,False,False
7207-RMRDB,False,False,True,True
7954-MLBUN,False,True,False,False
2077-DDHJK,False,False,True,False
4913-EHYUI,True,True,True,True
0195-IESCP,False,True,True,False
9574-BOSMD,False,True,True,True
4580-TMHJU,False,False,True,True
0970-ETWGE,False,True,False,False
4908-XAXAY,True,False,False,False
8404-VLQFB,False,False,True,True
1626-ERCMM,True,True,True,False
0887-HJGAR,False,True,False,False
2391-IPLOP,False,True,True,True
5644-PDMZC,True,False,False,False
3509-GWQGF,True,True,False,False
9576-ANLXO,False,False,False,False
2024-BASKD,False,False,False,False
5845-BZZIB,False,True,True,True
1140-UKVZG,False,False,False,False
4160-AMJTL,True,False,False,False
5183-SNMJQ,False,True,False,False
8100-PNJMH,False,True,True,True
7838-LAZFO,False,True,True,False
4464-JCOLN,False,True,True,True
2085-JVGAD,False,True,True,False
5650-VDUDS,False,False,False,False
8095-WANWK,False,False,False,False
3030-ZKIWL,False,True,False,False
9565-FLVCG,False,True,True,True
8755-OGKNA,False,False,True,True
2800-VEQXM,False,False,False,False
7538-GWHML,False,False,False,False
5533-RJFTJ,False,True,False,False
3859-CVCET,False,False,False,False
0214-JHPFW,False,False,True,False
5642-MHDQT,False,False,True,True
3088-FVYWK,False,True,True,True
3276-HDUEG,False,False,False,False
9092-GDZKO,False,True,False,False
0823-HSCDJ,True,True,False,False
3729-OWRVL,True,True,False,False
2324-AALNO,False,False,False,False
0822-GAVAP,False,False,False,False
5760-IFJOZ,False,True,False,False
2826-UWHIS,False,True,True,False
1448-PWKYE,False,True,True,True
7501-IWUNG,False,False,True,True
4957-TREIR,False,True,False,False
7251-LJBQN,True,False,False,False
8040-MNRTF,False,False,False,False
1536-HBSWP,False,False,False,False
5313-FPXWG,False,True,False,False
0067-DKWBL,True,True,False,False
0946-FKYTX,False,True,False,False
5076-YVXCM,False,True,False,False
8262-COGGB,False,True,False,False
6663-JOCQO,False,True,True,True
9620-QJREV,False,True,False,True
2276-YDAVZ,False,False,False,False
2682-KEVRP,True,False,False,False
2480-JZOSN,False,False,True,False
0078-XZMHT,False,True,True,False
5896-NPFWW,False,True,True,True
9978-HYCIN,True,True,True,True
8338-QIUNR,False,True,True,True
1525-LNLOJ,False,True,True,True
9450-TRJUU,False,True,False,False
1766-GKNMI,False,True,False,False
6942-LBFDP,False,False,False,False
1456-TWCGB,False,True,False,False
7133-VBDCG,False,False,False,False
7596-ZYWBB,False,False,False,False
8329-UTMVM,True,True,False,False
3014-WJKSM,False,True,True,False
3347-YJZZE,False,True,True,True
1029-QFBEN,False,True,False,False
7929-DMBCV,False,False,True,False
9661-JALZV,False,False,False,False
5433-KYGHE,False,False,False,True
4312-KFRXN,False,True,True,False
5575-TPIZQ,False,True,False,False
0114-IGABW,False,False,True,False
9944-AEXBM,False,True,False,False
1853-ARAAQ,False,False,False,False
6952-OMNWB,True,True,True,False
4697-LUPSU,False,True,True,True
8434-VGEQQ,False,True,True,True
4952-YSOGZ,False,False,True,True
1589-AGTLK,False,True,False,False
5244-IRFIH,True,True,True,False
6549-YMFAW,True,True,True,False
4950-HKQTE,False,False,False,False
6786-OBWQR,False,False,True,True
2684-EIWEO,True,False,False,False
2753-JMMCV,False,True,False,False
6439-GTPCA,False,False,False,False
6621-YOBKI,False,True,False,False
1216-JWVUX,False,True,True,True
7564-GHCVB,False,False,True,True
1173-NOEYG,False,False,True,False
7595-EHCDL,False,True,True,True
6647-ZEDXT,False,False,False,False
2521-NPUZR,False,True,True,False
1307-TVUFB,True,True,False,False
7503-MIOGA,True,False,True,False
4381-MHQDC,False,False,False,False
6923-JHPMP,False,False,False,False
5138-WVKYJ,False,True,False,False
4018-PPNDW,False,False,True,True
1635-FJFCC,False,False,False,False
2499-AJYUA,True,False,True,False
6919-ELBGL,True,True,True,True
3966-HRMZA,True,False,False,False
6425-JWTDV,False,True,True,False
8405-IGQFX,False,False,False,False
8224-IVVPA,False,False,False,False
9477-LGWQI,False,True,True,True
1410-RSCMR,False,True,True,True
3115-CZMZD,False,True,False,True
0139-IVFJG,False,False,True,False
6683-VLCTZ,True,True,False,False
5730-DBDSI,False,True,False,False
0030-FNXPP,False,False,False,False
2189-WWOEW,False,False,False,True
5684-FJVYR,False,False,True,True
4013-GUXND,False,True,False,False
1894-IGFSG,False,False,False,False
7379-POKDZ,False,True,True,False
1266-NZYUI,False,False,True,True
7969-FFOWG,False,True,True,True
4718-DHSMV,False,False,False,False
5175-WLYXL,False,True,False,False
7817-OMJNA,False,True,False,False
8728-SKJLR,False,True,False,False
3137-NYQQI,False,True,True,False
7706-DZNKK,False,True,False,False
0236-HFWSV,False,True,False,False
3900-AQPHZ,False,False,False,False
5842-POCOP,False,False,True,False
2037-XJFUP,False,True,True,False
8823-RLPWL,False,False,True,False
9505-SQFSW,False,False,True,True
7314-OXENN,False,True,False,False
3758-CKOQL,False,False,True,False
0322-CHQRU,False,True,False,False
5676-CFLYY,False,True,True,True
7521-AFHAB,False,False,True,True
0285-INHLN,False,True,True,True
4678-DVQEO,False,False,False,False
5125-CNDSP,False,True,False,True
0691-IFBQW,True,False,False,False
4992-LTJNE,False,True,True,True
2202-OUTMO,False,False,True,False
0810-BDHAW,False,False,True,True
0229-LFJAF,False,True,False,False
7131-ZQZNK,False,False,True,True
3442-ZHHCC,False,True,False,False
5726-CVNYA,False,False,True,True
9871-ELEYA,False,False,False,True
4257-GAESD,False,False,False,False
5173-WXOQV,False,True,True,False
2040-OBMLJ,False,True,False,False
6286-ZHAOK,False,False,True,True
3807-XHCJH,False,False,True,True
3009-JWMPU,False,True,False,False
5671-RQRLP,True,False,True,False
1450-GALXR,False,False,False,False
8859-AXJZP,False,True,True,True
3174-AKMAS,False,False,True,False
3138-BKYAV,False,True,False,False
9926-PJHDQ,False,False,True,True
7382-DFJTU,False,True,False,False
2798-NYLMZ,False,True,True,False
4289-DTDKW,False,True,True,False
1820-TQVEV,False,True,False,False
2239-JALAW,False,True,False,False
4853-RULSV,False,True,False,False
8098-TDCBU,False,False,True,False
3551-GAEGL,False,True,True,True
4785-NKHCX,True,True,False,False
3196-NVXLZ,False,False,False,False
6275-YDUVO,False,False,False,False
